α,κ,δ,β,NE_found
0.609,0.6608,0.0055,39.567180524380156,false
0.7049,0.5305,0.9365,4.513170951864863,false
0.4115,0.8599,0.5029,15.059364144505244,false
0.4768,0.1246,0.9794,17.90356759552007,true
0.4617,0.6629,0.2737,2.7676539171301524,true
0.4177,0.1341,0.848,42.30900721883781,false
0.794,0.4592,0.0427,38.16809663333778,true
0.3933,0.394,0.6993,6.766608491314568,false
0.967,0.1767,0.8325,2.583125242080516,true
0.8267,0.5901,0.3409,6.786938796999313,true
0.8693,0.5584,0.0518,3.273959144176079,true
0.6354,0.6022,0.6709,28.38895042733599,false
0.2455,0.2979,0.2157,53.30339365657704,true
0.9605,0.0847,0.1527,37.86396998885605,true
0.7508,0.883,0.4593,4.297356215469162,true
0.9278,0.0261,0.3108,1.571451948577649,true
0.9852,0.4392,0.6115,6.625991360511965,false
0.8283,0.3178,0.1562,18.137833402774834,true
0.8821,0.59,0.9311,1.7860384307500734,true
0.9444,0.895,0.9395,20.00535524575865,true
0.5506,0.3284,0.4696,1.9464359844275914,true
0.0916,0.5165,0.434,1.456447133771086,true
0.3394,0.8493,0.1682,16.10290998390416,true
0.8587,0.9629,0.1102,2.481839452598748,true
0.9709,0.0631,0.4553,22.087238537545623,false
0.8773,0.7483,0.7273,3.1771990284859726,true
0.3764,0.3709,0.1469,2.1148840747433253,true
0.0118,0.6912,0.4265,2.356081835221547,true
0.3669,0.0551,0.0346,6.507790515037613,true
0.391,0.1249,0.6026,2.627413756962452,true
0.5653,0.4954,0.4738,20.307697472248215,true
0.0269,0.5828,0.9352,1.5311207751332474,true
0.7666,0.7794,0.7566,2.524391389973053,true
0.7609,0.4526,0.8919,6.573194897062505,true
0.7621,0.2676,0.0452,1.632316219955379,true
0.9196,0.9723,0.5314,20.409490229434265,false
0.4421,0.4555,0.8866,20.71794017404559,true
0.1699,0.8132,0.8415,13.58545859823858,false
0.8521,0.8911,0.122,22.02107611518833,false
0.2447,0.3378,0.0316,12.30493006051041,true
0.8093,0.9464,0.7867,2.1640901087061213,true
0.0646,0.1577,0.277,7.591278328854544,true
0.7799,0.4573,0.8648,5.545573267282524,true
0.9904,0.7438,0.0905,4.801843948104592,true
0.9082,0.4673,0.1003,4.026912688058807,true
0.7096,0.579,0.9089,2.031958284044819,false
0.0282,0.3605,0.9602,4.203846754319332,true
0.5865,0.9621,0.1877,3.721028096020821,true
0.9691,0.0324,0.4554,40.12501679431505,false
0.1095,0.1586,0.4918,29.844483040710095,true
0.8235,0.2109,0.8175,5.900281136319015,false
0.2601,0.633,0.3447,6.494787940915851,true
0.1272,0.1315,0.0677,9.83551682472252,false
0.2343,0.0508,0.9273,13.369820962006562,false
0.7706,0.7973,0.8474,1.4190675485932571,true
0.6266,0.7779,0.5023,12.391366746385032,false
0.165,0.0154,0.4746,1.2177440407059084,true
0.833,0.4519,0.6453,25.867827109617895,false
0.5174,0.6194,0.6392,4.145402960891696,true
0.2934,0.1207,0.8382,4.166181879703789,false
0.0138,0.9665,0.666,9.52576278289445,false
0.7876,0.6589,0.6471,1.0314855038865227,true
0.728,0.6089,0.9352,40.28583829005519,true
0.6134,0.5543,0.1878,22.264645126032473,true
0.1494,0.0578,0.537,4.233376916586104,true
0.5336,0.822,0.3195,48.182698291098816,true
0.8386,0.8996,0.4166,5.129457997027161,true
0.2725,0.6727,0.4986,4.153702063149369,true
0.9327,0.5732,0.9868,4.371035772929758,false
0.5174,0.8182,0.0154,2.4868080984936256,true
0.073,0.8633,0.2622,2.0647310999664863,true
0.846,0.5322,0.2197,12.097514278865066,true
0.0596,0.3777,0.8123,32.72044133902209,false
0.2002,0.4208,0.7202,1.0930806563263302,true
0.3454,0.2325,0.0626,25.380978106022052,false
0.229,0.3026,0.4674,22.46593136154632,true
0.2311,0.1842,0.6161,49.25446384709016,true
0.9314,0.9146,0.2121,23.12698228136594,true
0.3117,0.3504,0.3792,1.4593629428757966,true
0.4401,0.464,0.1744,10.559226209734458,true
0.0126,0.3259,0.4436,9.88481755796943,false
0.2795,0.707,0.5268,4.327543240300773,true
0.8841,0.975,0.199,2.9742740725630656,true
0.1532,0.542,0.0031,1.5667446571994514,true
0.5855,0.3903,0.2678,6.937906000813821,true
0.2605,0.7152,0.2923,3.3267638012449026,true
0.1352,0.7375,0.6089,37.67512265068898,true
0.0781,0.2992,0.2862,5.777667184975021,true
0.0425,0.3375,0.3059,5.312167797181167,true
0.1454,0.2278,0.3424,22.8968649627863,true
0.0022,0.1702,0.249,54.32584062381289,true
0.6237,0.8144,0.1546,23.011635976027165,true
0.1036,0.167,0.3337,3.1613526822224096,true
0.1813,0.1807,0.4345,1.9078939696124533,true
0.741,0.4159,0.3081,4.195447462901874,true
0.3228,0.1745,0.6955,13.571879930105963,true
0.8773,0.9346,0.6584,41.76254979417363,false
0.3508,0.2935,0.8871,1.6586433347503051,true
0.9856,0.2362,0.4719,38.47466604903212,false
0.7542,0.6718,0.1614,28.73167003749955,true
0.6923,0.0722,0.694,5.629383874402168,false
0.443,0.042,0.7288,28.962445267921318,false
0.683,0.9076,0.4148,9.299866079483586,true
0.6422,0.3776,0.1474,15.926748637774914,true
0.4632,0.857,0.3587,11.393009892364148,true
0.4413,0.3654,0.1589,1.8441159448971343,true
0.2212,0.2732,0.9604,20.45035005609985,true
0.6415,0.3944,0.0431,4.153702063149369,true
0.3718,0.9293,0.2091,1.3923597923081943,true
0.9225,0.4706,0.7598,5.392450932349508,false
0.0274,0.0214,0.9335,17.201558668925443,false
0.9266,0.0537,0.7997,16.543611248261875,false
0.99,0.2571,0.9542,7.530790376634655,false
0.3521,0.6274,0.1051,16.28101980178843,true
0.2582,0.723,0.1951,31.721668618448923,true
0.6521,0.7307,0.2024,7.099327065156633,true
0.9462,0.5446,0.8933,1.5511552873877141,true
0.8627,0.2925,0.2845,12.490895263606808,true
0.98,0.3235,0.3011,10.891688767599723,true
0.7454,0.4008,0.5732,1.5418762207006325,true
0.1076,0.4681,0.5166,4.650617469856458,true
0.2218,0.0084,0.384,18.155980308118036,true
0.7612,0.5012,0.7034,11.078430282186423,false
0.0461,0.7281,0.4986,21.693225003979848,true
0.5056,0.335,0.8319,36.59823444367799,true
0.2189,0.1274,0.056,29.0204281219836,false
0.6352,0.2347,0.3952,26.39039188081262,false
0.1221,0.0919,0.8406,1.8349183782508534,true
0.2476,0.3396,0.4422,2.935858750229181,true
0.2266,0.0966,0.2915,3.4212295362896734,true
0.4822,0.2299,0.5415,47.51284046081094,false
0.7328,0.4893,0.3033,2.2166565453905425,true
0.6418,0.4439,0.2411,37.3749240648841,true
0.7007,0.4296,0.1108,7.366922148160475,true
0.6353,0.5777,0.2899,26.337663842665147,true
0.2623,0.4363,0.1779,13.343108041906959,true
0.4079,0.1481,0.3137,2.0667968637762106,true
0.2147,0.1658,0.4855,9.052129193136208,true
0.727,0.5072,0.936,1.0865418085482381,true
0.2152,0.3593,0.029,49.84907796259602,false
0.6563,0.9739,0.324,7.980491491670466,true
0.5385,0.9645,0.4078,24.680167848332985,true
0.1842,0.187,0.2755,19.35595259854821,true
0.049,0.4263,0.1179,39.44865685720052,false
0.6364,0.4281,0.7475,2.7047243412794524,true
0.4663,0.4176,0.548,10.65468818012138,true
0.8445,0.5513,0.8302,27.4674042047091,false
0.6579,0.8678,0.3042,51.62468760355341,false
0.3436,0.1368,0.4476,4.845255603056542,true
0.154,0.7074,0.8656,1.1263699182883529,true
0.6063,0.0068,0.9573,1.0887170666983987,true
0.9093,0.7187,0.4992,4.120605011368718,true
0.4308,0.8143,0.7177,29.874342450967646,true
0.1877,0.8755,0.002,1.005012520859401,true
0.2448,0.1359,0.5257,4.284483465602117,false
0.1483,0.6799,0.1317,12.109617843917832,true
0.9714,0.6174,0.1781,1.4035433452127262,true
0.4728,0.9667,0.734,11.869831344860069,false
0.7172,0.1285,0.1647,1.5189206744022399,true
0.6793,0.1083,0.3555,47.70327243268871,true
0.9509,0.5386,0.0164,51.1110133792508,false
0.6784,0.5242,0.1053,1.362062370503422,true
0.336,0.7733,0.7216,31.062459498973077,false
0.8805,0.3056,0.0133,20.53231527748008,false
0.0857,0.8705,0.0806,2.648517368913479,true
0.7779,0.5414,0.111,24.655500016456248,false
0.9932,0.7734,0.8018,3.0131920542942723,false
0.6907,0.9543,0.1815,33.24817904372775,true
0.7682,0.2959,0.704,14.746414964656864,false
0.9022,0.4659,0.0155,6.481811345954512,false
0.4311,0.4104,0.0658,5.322802764197557,true
0.5527,0.751,0.0898,46.33974425004971,true
0.6537,0.5832,0.9328,1.640498239057044,false
0.8412,0.1542,0.0394,1.2510710194283623,true
0.8355,0.3328,0.441,1.4448420389738792,true
0.6544,0.2015,0.8696,8.584858397177893,false
0.755,0.3551,0.4673,2.050328450351146,true
0.608,0.9784,0.251,2.6169250932469144,true
0.0521,0.8351,0.6277,1.2068335153496053,true
0.3083,0.3709,0.1197,4.353586551546428,true
0.2381,0.5744,0.1534,8.223533640769299,true
0.7838,0.8694,0.5092,5.668927803804981,true
0.2828,0.738,0.5839,1.4948113326760428,true
0.1162,0.474,0.7958,3.4798876194379944,false
0.2336,0.4162,0.3498,2.168422619990648,true
0.343,0.812,0.4872,1.9640329759698474,true
0.5663,0.6627,0.8325,4.4727346496029305,false
0.5274,0.46,0.5664,3.241382706393096,false
0.5981,0.7962,0.6524,2.159766253784915,true
0.1405,0.0564,0.5659,2.588296662261051,true
0.6547,0.1729,0.7157,48.086429195701726,true
0.1863,0.8317,0.1639,4.821089789919524,true
0.8742,0.8008,0.924,24.264151155818123,false
0.248,0.091,0.5711,53.35672371081656,false
0.6232,0.4478,0.2396,1.1354170177814864,true
0.4535,0.7684,0.1981,9.934365412170125,true
0.7232,0.8157,0.7375,44.92525011301343,false
0.5024,0.3442,0.892,9.727919012559884,true
0.3059,0.005,0.3935,8.559142415246239,true
0.4932,0.6672,0.1684,29.96410004739701,true
0.9478,0.1907,0.3526,1.6769891283107623,true
0.0059,0.2779,0.7076,3.0679205904343334,false
0.5119,0.704,0.1475,8.50794131765075,true
0.261,0.997,0.0659,6.746339085151922,true
0.1654,0.157,0.6793,16.28101980178843,false
0.9724,0.0251,0.1509,9.281284934663155,true
0.9913,0.5008,0.4772,7.142051071394343,false
0.9367,0.6463,0.7237,13.356457823727292,true
0.6394,0.9584,0.306,17.531512922984493,false
0.3401,0.8139,0.4764,6.462395050921417,true
0.4437,0.5694,0.5133,3.2027185627468664,true
0.5982,0.7365,0.4792,1.5667446571994514,true
0.1064,0.2473,0.9033,26.549210210632246,false
0.1916,0.5725,0.3157,30.538860885643043,true
0.6138,0.3351,0.1857,5.452095335408995,true
0.7636,0.0248,0.8995,2.318684502327519,true
0.7757,0.2241,0.9695,5.144869476679112,true
0.3395,0.8976,0.6774,1.3404427904316814,true
0.2779,0.3223,0.2801,14.45441638438754,true
0.8393,0.6375,0.0912,6.340768654624141,true
0.2841,0.2723,0.8199,38.35941501387602,false
0.0566,0.4713,0.2927,22.691717725431307,true
0.1621,0.5286,0.1529,3.721028096020821,true
0.1587,0.5773,0.6382,40.9765519726807,true
0.2378,0.767,0.7332,2.9861949948032396,true
0.2423,0.0247,0.518,23.950758655642247,true
0.7828,0.9574,0.6846,4.632052155359771,true
0.8051,0.4181,0.0235,2.1127702477582266,true
0.8973,0.6341,0.1301,6.599540332394181,true
0.0666,0.9897,0.0203,3.2059228832028146,true
0.9607,0.8588,0.3475,1.003004504503377,false
0.2083,0.9697,0.2018,49.89895197340787,true
0.8719,0.8621,0.2681,2.031958284044819,true
0.4261,0.845,0.9459,1.2473234305640648,true
0.0353,0.9507,0.6521,12.478410611709538,false
0.6934,0.3046,0.2188,28.21912670540861,true
0.7093,0.8923,0.0726,1.0090406217738679,true
0.28,0.3196,0.33,6.221431344673291,true
0.1926,0.9244,0.4582,18.26524365220918,false
0.1614,0.1591,0.1477,8.636522384531153,true
0.5716,0.3486,0.5401,52.7202693896473,false
0.8518,0.7588,0.5407,18.69021266598287,false
0.4524,0.3664,0.7057,26.25876925219379,false
0.9679,0.4474,0.6606,7.455857760386973,true
0.4844,0.5925,0.7652,12.540958905192902,true
0.5522,0.7418,0.6867,3.277234740845624,true
0.487,0.9637,0.2455,17.707707557098743,true
0.1607,0.9184,0.6433,2.121238253470012,true
0.2547,0.4888,0.8119,7.682922433703272,false
0.0294,0.3424,0.3071,3.058730620510393,true
0.0949,0.2155,0.5937,7.213829877985519,true
0.9654,0.7131,0.4156,3.9908330756591304,true
0.3594,0.1438,0.7492,53.9468876223415,false
0.0509,0.6219,0.6126,25.128433154258413,true
0.3166,0.9957,0.3329,7.271771976378781,true
0.3334,0.7757,0.9819,35.8376852370087,true
0.4983,0.343,0.4556,1.668625110139667,true
0.9878,0.0936,0.51,10.443711218652142,false
0.2121,0.848,0.223,1.4888440299072776,true
0.1314,0.1363,0.2804,21.628242850934082,true
0.4321,0.3596,0.7644,5.170658242249862,true
0.7283,0.8206,0.5071,1.4520843398327752,true
0.4901,0.942,0.3344,20.42990992781124,true
0.0861,0.4953,0.9921,12.001120254831195,true
0.0708,0.4627,0.1204,21.01003120287951,false
0.4505,0.7377,0.513,3.8381865405999447,true
0.9256,0.6532,0.5347,7.744632323613477,true
0.6671,0.1195,0.7578,40.81297314055928,true
0.4608,0.0714,0.0029,4.128854468098367,true
0.5045,0.1471,0.0812,32.23329743215228,false
0.3725,0.9482,0.6703,2.6591326548072094,true
0.0021,0.1853,0.9897,8.281300323764736,false
0.0582,0.8437,0.0626,3.7471666709728715,true
0.4078,0.3181,0.9441,3.4452621590903743,false
0.6409,0.8232,0.6535,2.052379804307529,true
0.6532,0.9461,0.1022,20.42990992781124,true
0.6026,0.9849,0.8188,4.071453251610544,false
0.1046,0.1209,0.5333,9.309170597046473,true
0.1374,0.0106,0.5936,1.4740297842881416,true
0.3126,0.9217,0.4309,48.95982187385273,true
0.7296,0.3312,0.6225,3.8114130513531013,true
0.4654,0.731,0.7884,14.483354145271283,true
0.6646,0.307,0.752,32.818750052377666,true
0.4774,0.2243,0.719,8.758284040740834,true
0.6902,0.5202,0.5857,33.28144385240375,false
0.4352,0.2174,0.1199,1.046027859908717,true
0.4779,0.0957,0.497,4.258853531500565,true
0.5981,0.6547,0.3789,4.047097671906688,true
0.1019,0.006,0.9083,1.4918246976412703,true
0.1068,0.0642,0.2083,5.254054162381541,true
0.3126,0.143,0.3029,1.7160068621848585,true
0.3959,0.1928,0.3771,37.901852897142135,false
0.642,0.978,0.3981,5.098773394905115,true
0.0641,0.8862,0.6212,47.27586918039787,false
0.3443,0.5703,0.7477,38.70620797648331,true
0.3451,0.7957,0.6187,7.814648615228936,false
0.4981,0.3865,0.9931,46.38610717189712,true
0.1147,0.9779,0.9423,18.375164547044456,true
0.2253,0.0473,0.0188,43.206891154768556,true
0.469,0.7189,0.1921,8.149853894199554,true
0.6977,0.7714,0.0048,31.093537494880167,false
0.7104,0.1908,0.489,8.398053896336657,true
0.2361,0.1011,0.1654,3.7471666709728715,true
0.7588,0.7475,0.045,1.9957102459664608,true
0.969,0.1126,0.4166,1.7401999144695428,true
0.04,0.7039,0.7438,3.706173712210199,true
0.1939,0.2063,0.5679,7.359558908245874,false
0.7541,0.0419,0.1085,11.34752887546982,true
0.5154,0.6534,0.1878,1.7629701995299278,true
0.2668,0.3459,0.9466,12.909971535307482,true
0.4572,0.233,0.2553,1.311275070384588,true
0.8916,0.9863,0.5311,30.876642749677046,false
0.6108,0.1958,0.1951,1.2165269053343162,true
0.6037,0.4539,0.3588,38.62887292136381,true
0.6171,0.2516,0.9878,25.945547112661313,true
0.2735,1.0,0.2372,3.209130409581913,true
0.3285,0.0886,0.8043,4.943136259010431,true
0.5757,0.2269,0.9397,7.1778507513686165,false
0.9886,0.2521,0.1904,2.0896571302360565,true
0.1174,0.5301,0.8725,44.880347318039796,true
0.7839,0.5192,0.034,3.4973306287187986,true
0.7184,0.0424,0.6311,15.37895474800828,true
0.178,0.3513,0.1445,6.800526257524684,true
0.1607,0.3694,0.5618,5.8708533613826015,true
0.2552,0.0409,0.1507,9.88481755796943,true
0.4425,0.3855,0.0641,2.726448918454098,true
0.0783,0.1032,0.994,2.5017737992899005,false
0.8377,0.7513,0.9957,36.41569998787906,false
0.6608,0.2244,0.1638,37.487217192550425,false
0.0896,0.6111,0.5932,14.425536441188616,false
0.8543,0.2398,0.6916,1.2080409524829019,true
0.8883,0.3567,0.2733,4.977859602739685,true
0.1583,0.2485,0.2536,17.32239200287436,true
0.3456,0.4954,0.1813,4.641325529953961,true
0.3533,0.9695,0.8806,1.0832870676749586,true
0.8988,0.4278,0.8713,4.563089883109012,true
0.7507,0.5332,0.9292,4.280201123664345,true
0.614,0.1022,0.7992,3.070990045496511,true
0.6318,0.4676,0.7733,51.779794209943724,true
0.1072,0.4977,0.5413,47.37051553356306,false
0.1335,0.0567,0.0658,24.312728018800453,false
0.5939,0.5708,0.7507,8.593447549435437,true
0.3818,0.1384,0.8325,28.050318875090305,false
0.7843,0.1677,0.1183,29.07852705779708,true
0.6387,0.8516,0.4335,11.68142531092536,true
0.7058,0.2211,0.3015,1.1354170177814864,true
0.1347,0.0999,0.5169,2.5497619452281173,true
0.7528,0.2872,0.5272,28.99142219924015,true
0.5186,0.602,0.1952,46.200933337776156,true
0.0617,0.3252,0.3404,5.841572358085994,true
0.0966,0.405,0.6847,14.382324681912776,false
0.1165,0.102,0.0592,1.3310924552522916,true
0.7415,0.9069,0.4479,21.17878556994849,false
0.2851,0.4454,0.4941,1.5636142992864182,true
0.4084,0.8014,0.0079,13.612656704475262,true
0.7203,0.5913,0.4964,5.965542508313655,true
0.5115,0.1375,0.8956,6.9102098061281865,true
0.7751,0.7008,0.7444,1.1252441113673424,true
0.8642,0.9145,0.4765,2.521868260358148,true
0.118,0.773,0.1146,5.275112467563699,true
0.0294,0.0874,0.6856,15.626997071013474,false
0.1368,0.0409,0.0352,3.4143939151168072,true
0.654,0.1744,0.0585,49.7992538008663,true
0.7683,0.3734,0.6862,25.028120181337815,false
0.4175,0.5958,0.0835,7.6446036982041665,false
0.1095,0.265,0.4147,3.7359420163603616,true
0.279,0.2561,0.0305,33.21494748323357,true
0.4376,0.6952,0.5849,49.00880618379953,false
0.0569,0.6458,0.6494,6.705982242240201,true
0.1539,0.1438,0.2093,34.743760432867234,true
0.619,0.7956,0.1899,8.671137658463456,true
0.0832,0.399,0.6538,3.380420128015566,false
0.4256,0.4059,0.4592,4.388554930978704,true
0.0838,0.9431,0.6484,31.374642406982968,false
0.8987,0.2972,0.4983,14.999247002367666,true
0.9515,0.0047,0.1801,11.08951425353062,true
0.6645,0.5913,0.3541,37.18851585343858,true
0.2479,0.606,0.586,22.873979542440807,false
0.3579,0.8368,0.642,38.97810195099665,true
0.4406,0.2976,0.5231,17.305078269181145,true
0.7496,0.3183,0.5348,20.348353509678127,true
0.9253,0.6118,0.4396,14.850002001056811,false
0.9584,0.7158,0.0408,10.50656184930423,true
0.6402,0.9669,0.2809,25.559268240216436,true
0.3877,0.6285,0.6156,1.0010005001667084,true
0.945,0.0318,0.2115,1.0887170666983987,true
0.8136,0.8761,0.0621,25.203931644833183,true
0.0973,0.573,0.0524,4.388554930978704,true
0.9188,0.1022,0.4617,1.4696143214411443,true
0.6571,0.5437,0.5076,10.288224615260676,false
0.229,0.7319,0.0605,8.215314217525101,true
0.6643,0.2304,0.9036,1.683710518642818,true
0.2151,0.5278,0.5279,2.3726322669984423,true
0.7014,0.4478,0.6791,7.11353992741158,false
0.007,0.0324,0.6849,4.124727677369532,true
0.255,0.1161,0.5221,3.0011633595049294,true
0.8944,0.7663,0.2062,8.347816436051781,true
0.3204,0.5366,0.2418,13.03971890628918,true
0.4103,0.2316,0.7021,22.94270451698623,false
0.6132,0.3892,0.7051,4.8988476304556725,true
0.0354,0.0138,0.1429,48.32746342509928,true
0.7214,0.2452,0.8771,13.929376120032625,true
0.1044,0.5025,0.1754,16.51055709094072,true
0.2402,0.8845,0.8334,5.222624221519604,false
0.61,0.0192,0.9719,2.3279778145702346,false
0.6673,0.5586,0.3512,44.52273688846736,true
0.5713,0.1653,0.7521,10.96819805908042,false
0.8719,0.8267,0.9025,11.045244794460567,false
0.688,0.6295,0.9948,1.4333294145603401,true
0.7542,0.7966,0.2236,20.20641240855666,true
0.7543,0.6365,0.3934,1.3854153688727846,true
0.3136,0.0994,0.4803,3.273959144176079,true
0.0679,0.1208,0.647,31.43745448293552,false
0.3596,0.3534,0.7392,23.83130374849618,false
0.233,0.209,0.7167,2.0896571302360565,true
0.6546,0.7236,0.2964,3.2936619483452665,true
0.5624,0.2531,0.5769,26.78923157854148,false
0.1068,0.9875,0.0157,30.845781540103914,false
0.5561,0.6763,0.8823,14.239218160254303,false
0.5725,0.7153,0.6046,36.708194003879676,false
0.8262,0.4065,0.484,5.027887923468749,true
0.6697,0.6381,0.937,1.4448420389738792,true
0.5833,0.6635,0.3086,3.483369247581368,true
0.6808,0.0573,0.6247,2.7291767310515334,true
0.5431,0.0783,0.4479,2.0606057644771547,true
0.8546,0.885,0.9637,4.744566174699399,false
0.4852,0.5314,0.0552,5.175831486683224,true
0.8925,0.5802,0.0802,11.542085915634729,false
0.3425,0.6375,0.5473,2.8921495078388926,true
0.8551,0.7641,0.0452,25.304949271976668,true
0.7056,0.146,0.2456,22.087238537545623,true
0.3704,0.4899,0.2585,49.45187626409605,true
0.4727,0.4282,0.4872,2.6012705532709526,true
0.7884,0.8117,0.7075,16.39538675774879,true
0.4797,0.9134,0.6886,12.961714839065175,false
0.8531,0.188,0.6582,5.233079922178068,true
0.4337,0.8565,0.4897,36.67150415785628,false
0.8989,0.4529,0.3715,7.614086358779973,true
0.843,0.0912,0.8829,37.11421314920349,false
0.3477,0.153,0.961,15.926748637774914,false
0.7833,0.411,0.203,14.367949545996751,true
0.0149,0.638,0.1589,39.60676749509097,false
0.4663,0.8821,0.9307,1.034584606728118,false
0.8583,0.6748,0.0424,9.006981510434914,true
0.5451,0.1298,0.791,6.786938796999313,false
0.7986,0.2778,0.7649,13.289842212419392,false
0.4212,0.4415,0.3009,29.40015657468463,true
0.243,0.9494,0.9755,42.182270397465956,true
0.1519,0.8565,0.4953,1.2891718042678042,true
0.1419,0.9489,0.8258,26.153943965525364,true
0.1596,0.627,0.3424,1.8404313987816374,true
0.3985,0.1563,0.4226,3.244625710331208,true
0.1703,0.3217,0.829,7.099327065156633,false
0.5289,0.1522,0.2386,41.38837316653923,true
0.7158,0.1667,0.0975,53.46354394286351,true
0.6828,0.9419,0.2603,1.6786669562132053,true
0.1821,0.2221,0.8947,4.10826172052834,false
0.6449,0.1876,0.0902,2.2411743681943785,true
0.4554,0.2176,0.377,16.216025797249003,true
0.0046,0.5354,0.5071,9.41213674921095,true
0.609,0.8132,0.2974,7.228271975024496,true
0.0496,0.0911,0.7004,2.6064783003886967,true
0.191,0.5874,0.5307,1.1641602364321124,true
0.4791,0.2068,0.9473,11.669749724380669,false
0.547,0.2349,0.4956,27.2485415888011,true
0.7769,0.4881,0.8205,11.507511545373989,true
0.4103,0.7455,0.476,5.017842196697159,true
0.7869,0.4664,0.9894,4.059257195087539,true
0.6483,0.5631,0.0671,29.3414150226678,false
0.0405,0.919,0.1022,42.26671935907285,false
0.9243,0.337,0.8169,3.1236431596841543,true
0.5362,0.7689,0.3688,1.6503708166063191,true
0.2778,0.656,0.2336,1.0746553440638136,true
0.0357,0.8954,0.2271,18.41195165098011,true
0.0208,0.2789,0.2857,30.174584584129533,true
0.6914,0.0222,0.6262,1.4105786355076784,true
0.7173,0.4139,0.5092,3.2837957691686293,true
0.4816,0.6258,0.9039,5.002811227833588,true
0.4581,0.0481,0.0398,43.206891154768556,true
0.737,0.3419,0.7527,12.255808648587411,false
0.6546,0.5274,0.2544,4.563089883109012,true
0.7337,0.7844,0.4876,5.965542508313655,true
0.1403,0.7766,0.7796,4.318896803139479,true
0.9988,0.8315,0.7422,37.5998477054245,false
0.4484,0.9419,0.5319,26.127803094173924,true
0.3462,0.1324,0.3833,12.540958905192902,true
0.4634,0.5949,0.767,2.7676539171301524,true
0.6764,0.4135,0.6922,2.7759693457879586,true
0.8611,0.8757,0.2587,1.8907999623032261,true
0.9676,0.0921,0.0551,5.959579947582587,true
0.0096,0.9073,0.2233,1.1456818935948618,true
0.0791,0.0163,0.188,1.1308844209474893,true
0.5203,0.1342,0.7647,14.483354145271283,false
0.6904,0.6249,0.5573,1.0996588551261028,true
0.8621,0.459,0.571,3.5113479672208983,true
0.1978,0.417,0.2461,3.1835597851793858,true
0.359,0.312,0.2568,13.832210962002904,true
0.601,0.3613,0.4678,2.5651065045437824,true
0.1778,0.5013,0.295,6.0496474644129465,true
0.8853,0.1595,0.6078,1.3593409680719806,true
0.0116,0.2067,0.8311,41.09966620761549,false
0.7645,0.8737,0.5378,5.3441366145098455,true
0.5224,0.6615,0.8603,13.436837468465077,true
0.6102,0.161,0.6393,2.570241851187732,true
0.8348,0.547,0.2706,2.2614359779865105,true
0.0971,0.5481,0.4569,13.804574186067095,true
0.3388,0.9828,0.8706,17.426638782490304,false
0.787,0.0128,0.3701,23.783688771847498,false
0.1785,0.8572,0.3211,5.217404207739975,true
0.4559,0.1953,0.7848,15.486985096339938,true
0.5285,0.2277,0.3771,4.692661943416373,true
0.7269,0.639,0.5804,4.170350145368969,false
0.0628,0.5704,0.2981,48.91088652373189,false
0.029,0.6766,0.8983,2.3048140482870125,true
0.7574,0.9849,0.8725,1.7246083823764355,true
0.4698,0.8946,0.4906,1.5604901958326667,true
0.3021,0.2092,0.4797,18.89693992071409,true
0.4934,0.6817,0.8539,23.03465912165741,false
0.3471,0.7891,0.9944,1.420487325912195,true
0.9196,0.8355,0.9958,2.0544332106438876,false
0.3644,0.9177,0.5365,4.673928786933209,true
0.9903,0.49,0.1264,9.459315280997904,true
0.7486,0.6809,0.7636,15.926748637774914,false
0.8307,0.4049,0.496,2.5294452249033177,true
0.8687,0.7175,0.8106,31.218160725155975,false
0.1744,0.8072,0.5024,44.389368829915824,false
0.4534,0.0964,0.3298,1.3284329307527947,true
0.3119,0.6211,0.4709,5.635016073906973,true
0.178,0.651,0.0657,4.962948401916101,true
0.6756,0.3837,0.6614,4.397340823804857,true
0.7581,0.9167,0.7906,36.45213390178773,false
0.4613,0.4712,0.9855,3.7886130414746066,true
0.1507,0.7864,0.3799,7.940688624303139,true
0.037,0.0529,0.786,12.29263128086462,true
0.303,0.2304,0.6855,4.445978590151796,true
0.2668,0.096,0.529,1.0671590243841926,true
0.5178,0.9211,0.5032,12.794303080298276,true
0.3703,0.7218,0.3531,7.40384899909771,true
0.2448,0.437,0.4081,1.3539144644422882,true
0.4464,0.5741,0.6496,24.14313319705658,false
0.4406,0.4189,0.7522,5.601307205196209,true
0.9255,0.942,0.077,3.3400975060812867,true
0.2335,0.7353,0.6568,3.636421159307455,true
0.0929,0.0358,0.0586,2.3490241814897197,true
0.1067,0.7058,0.9806,1.0843708965667604,true
0.9603,0.8893,0.4784,3.034358394435676,true
0.8408,0.4292,0.8066,29.60667965819782,false
0.5584,0.4859,0.0771,2.519347652611714,true
0.2655,0.619,0.8844,3.7471666709728715,true
0.5774,0.6763,0.6221,17.37443720765626,true
0.3669,0.236,0.0636,5.301554078843048,true
0.9835,0.2431,0.9847,1.9483833939544983,false
0.9337,0.5062,0.8021,5.743104972190102,true
0.4519,0.8548,0.6753,15.409743435929318,true
0.3457,0.3271,0.1865,3.323438700271237,true
0.6084,0.9245,0.1528,2.585709659315846,true
0.1366,0.5688,0.9048,4.280201123664345,false
0.9597,0.6295,0.014,33.818229790159776,false
0.2959,0.5649,0.9871,23.87901405039164,true
0.2045,0.4004,0.3791,26.127803094173924,false
0.1031,0.1468,0.5891,2.318684502327519,true
